CU,SpeciesId,CU_Name,Year,T_Idx_E,ExpFactor1,AdjSum,ExpFactor2,ObsE,ExpFactor3,TE,CDN Harvest,CDN ER,TRTC,Total Harvest,Total ER,Total Run,Q1,Q2,Q3,ER Indicator,ER Indicator Lookup,ER Source,StatArea
SX_L-22-04,SX,Damshilgwit,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-22-04,SX,Damshilgwit,1960,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1961,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1962,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1963,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1964,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1965,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1966,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1967,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1968,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1969,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1970,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1971,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1972,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1973,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1974,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1975,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1976,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1977,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1978,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1979,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1980,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1981,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1982,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1983,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1984,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1985,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1986,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1987,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1988,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1989,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1990,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1991,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1992,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1993,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1994,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1995,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1996,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1997,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1998,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,1999,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2000,949,1.00,949,1.00,949,1.00,949,"1,136",51.6%,"2,085","1,252",56.9%,"2,201",3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2001,855,1.00,855,1.00,855,1.00,855,587,36.9%,"1,442",738,46.3%,"1,593",3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2002,398,1.00,398,1.00,398,1.00,398,354,45.5%,752,381,48.9%,779,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2003,430,1.00,430,1.00,430,1.00,430,172,26.1%,602,226,34.5%,656,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2004,293,1.00,293,1.00,293,1.00,293,128,27.3%,421,178,37.8%,471,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2005,216,1.00,216,1.00,216,1.00,216,51,16.3%,267,96,30.8%,312,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2006,331,1.00,331,1.00,331,1.00,331,184,33.9%,515,211,39.0%,542,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2007,366,1.00,366,1.00,366,1.00,366,178,24.6%,544,356,49.3%,722,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2008,150,1.00,150,1.00,150,1.00,150,108,40.4%,258,117,43.9%,267,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2009,161,1.00,161,1.00,161,1.00,161,25,12.4%,186,42,20.8%,203,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2010,740,1.00,740,1.00,740,1.00,740,187,19.1%,927,243,24.7%,983,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2011,687,1.00,687,1.00,687,1.00,687,309,28.6%,996,395,36.5%,"1,082",3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2012,940,1.00,940,1.00,940,1.00,940,388,28.0%,"1,328",444,32.1%,"1,384",3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2013,93,1.00,93,1.00,93,1.00,93,18,15.2%,111,23,19.6%,116,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2014,401,1.00,401,1.00,401,1.00,401,100,17.1%,501,183,31.4%,584,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2015,"1,281",1.00,"1,281",1.00,"1,281",1.00,"1,281",157,8.6%,"1,438",546,29.9%,"1,827",3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2016,267,1.00,267,1.00,267,1.00,267,78,16.5%,345,203,43.2%,470,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2017,366,1.00,366,1.00,366,1.00,366,24,5.2%,390,104,22.2%,470,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2018,333,1.00,333,1.00,333,1.00,333,46,10.3%,379,108,24.5%,441,3.00,5.00,5.00,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-04,SX,Damshilgwit,2019,,,,,,,,,,,,,,,,,Slamgeesh,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-22-05,SX,Johanson,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-22-05,SX,Johanson,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-22-05,SX,Johanson,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-22-05,SX,Johanson,1958,,,,,,,,,,,,,,,,,,,,04
SX_L-22-05,SX,Johanson,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-22-05,SX,Johanson,1960,25,1.00,25,1.00,25,1.00,25,18,37.5%,43,24,48.8%,49,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1961,250,1.00,250,1.00,250,1.00,250,206,44.4%,456,214,46.1%,464,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1962,250,1.00,250,1.00,250,1.00,250,222,44.0%,472,254,50.4%,504,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1963,300,1.00,300,1.00,300,1.00,300,100,23.1%,400,134,30.9%,434,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1964,200,1.00,200,1.00,200,1.00,200,163,41.9%,363,190,48.7%,390,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1965,100,1.00,100,1.00,100,1.00,100,52,30.5%,152,71,41.4%,171,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1966,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1967,50,1.00,50,1.00,50,1.00,50,72,53.6%,122,85,63.0%,135,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1968,600,1.00,600,1.00,600,1.00,600,706,52.1%,"1,306",756,55.8%,"1,356",5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1969,300,1.00,300,1.00,300,1.00,300,229,41.4%,529,254,45.8%,554,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1970,500,1.00,500,1.00,500,1.00,500,410,44.2%,910,429,46.2%,929,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1971,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1972,800,1.00,800,1.00,800,1.00,800,760,46.3%,"1,560",842,51.3%,"1,642",5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1973,300,1.00,300,1.00,300,1.00,300,375,53.6%,675,400,57.2%,700,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1974,50,1.00,50,1.00,50,1.00,50,76,58.2%,126,81,61.9%,131,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1975,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1976,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1977,40,1.00,40,1.00,40,1.00,40,40,46.9%,80,45,52.9%,85,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1978,2,1.00,2,1.00,2,1.00,2,2,47.4%,4,2,55.0%,4,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1979,100,1.00,100,1.00,100,1.00,100,94,46.0%,194,105,51.3%,205,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1980,100,1.00,100,1.00,100,1.00,100,85,38.8%,185,118,54.2%,218,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1981,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1982,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1983,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1984,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1985,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1986,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1987,400,1.00,400,1.00,400,1.00,400,187,31.2%,587,201,33.4%,601,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1988,50,1.00,50,1.00,50,1.00,50,66,52.9%,116,75,60.0%,125,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1989,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1990,70,1.00,70,1.00,70,1.00,70,61,43.0%,131,73,51.0%,143,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1991,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1992,"2,600",1.00,"2,600",1.00,"2,600",1.00,"2,600","2,929",50.8%,"5,529","3,161",54.9%,"5,761",5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1993,"1,021",1.00,"1,021",1.00,"1,021",1.00,"1,021","1,344",54.7%,"2,365","1,436",58.4%,"2,457",5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1994,"1,429",1.00,"1,429",1.00,"1,429",1.00,"1,429","2,286",58.8%,"3,715","2,457",63.2%,"3,886",5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1995,328,1.00,328,1.00,328,1.00,328,522,59.9%,850,543,62.3%,871,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1996,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1997,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1998,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,1999,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2000,,,,,,,,,,,,,,,,,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2001,226,1.00,226,1.00,226,1.00,226,313,55.6%,539,336,59.7%,562,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2002,178,1.00,178,1.00,178,1.00,178,443,69.4%,621,461,72.1%,639,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2003,899,1.00,899,1.00,899,1.00,899,969,50.8%,"1,869","1,010",52.9%,"1,909",5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2004,289,1.00,289,1.00,289,1.00,289,272,47.2%,561,289,50.0%,577,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2005,212,1.00,212,1.00,212,1.00,212,295,52.5%,507,351,62.4%,563,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2006,146,1.00,146,1.00,146,1.00,146,379,69.6%,525,399,73.3%,544,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2007,445,1.00,445,1.00,445,1.00,445,319,40.1%,764,353,44.2%,798,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2008,38,1.00,38,1.00,38,1.00,38,139,78.1%,178,140,78.6%,179,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2009,126,1.00,126,1.00,126,1.00,126,264,66.5%,389,271,68.4%,397,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2010,77,1.00,77,1.00,77,1.00,77,175,68.5%,252,179,70.0%,256,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2011,339,1.00,339,1.00,339,1.00,339,280,43.9%,619,298,46.8%,637,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2012,80,1.00,80,1.00,80,1.00,80,74,47.5%,155,76,48.5%,156,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2013,246,1.00,246,1.00,246,1.00,246,182,41.9%,428,188,43.4%,434,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2014,313,1.00,313,1.00,313,1.00,313,161,32.9%,475,178,36.2%,491,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2015,264,1.00,264,1.00,264,1.00,264,187,40.6%,451,197,42.7%,460,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2016,227,1.00,227,1.00,227,1.00,227,228,45.7%,455,270,54.3%,498,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2017,371,1.00,371,1.00,371,1.00,371,119,24.1%,490,125,25.2%,495,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2018,336,1.00,336,1.00,336,1.00,336,210,38.4%,546,212,38.7%,548,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-05,SX,Johanson,2019,472,1.00,472,1.00,472,1.00,472,66,12.0%,538,77,14.0%,549,5.00,5.00,5.00,Sustut+,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1954,,,,,,,,,,,,,,,,,,,,04
SX_L-22-08,SX,MOTASE ,1955,,,,,,,,,,,,,,,,,,,,04
SX_L-22-08,SX,MOTASE ,1956,,,,,,,,,,,,,,,,,,,,04
SX_L-22-08,SX,MOTASE ,1957,,,,,,,,,,,,,,,,,,,,04
SX_L-22-08,SX,MOTASE ,1958,,,,,,,,,,,,,,,,,,,,04
SX_L-22-08,SX,MOTASE ,1959,,,,,,,,,,,,,,,,,,,,04
SX_L-22-08,SX,MOTASE ,1960,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1961,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1962,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1963,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1964,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1965,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1966,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1967,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1968,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1969,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1970,800,1.00,800,1.00,800,2.00,"1,600","1,622",49.2%,"3,222","1,695",51.4%,"3,295",2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1971,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1972,300,1.00,300,1.00,300,2.00,600,722,51.6%,"1,322",800,57.2%,"1,400",2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1973,"3,000",1.00,"3,000",1.00,"3,000",2.00,"6,000","9,868",59.7%,"15,868","10,531",63.7%,"16,531",2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1974,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1975,33,1.00,33,1.00,33,2.00,66,48,41.3%,114,50,43.0%,116,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1976,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1977,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1978,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1979,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1980,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1981,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1982,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1983,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1984,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1985,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1986,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1987,750,1.00,750,1.00,750,2.00,"1,500",945,37.0%,"2,445","1,054",41.3%,"2,554",2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1988,50,1.00,50,1.00,50,2.00,100,137,51.1%,237,169,62.8%,269,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1989,200,1.00,200,1.00,200,2.00,400,338,40.1%,738,443,52.6%,843,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1990,30,1.00,30,1.00,30,2.00,60,66,45.1%,126,87,59.0%,147,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1991,150,1.00,150,1.00,150,2.00,300,413,50.3%,713,522,63.5%,822,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1992,250,1.00,250,1.00,250,2.00,500,695,51.4%,"1,195",852,63.0%,"1,352",2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1993,200,1.00,200,1.00,200,2.00,400,498,50.6%,898,584,59.3%,984,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1994,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1995,,,,,,,,,,,,,,,,,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1996,50,1.00,50,1.00,50,2.00,100,211,63.1%,311,234,70.1%,334,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1997,110,1.00,110,1.00,110,2.00,220,418,55.5%,638,533,70.8%,753,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1998,250,1.00,250,1.00,250,2.00,500,275,30.8%,775,394,44.1%,894,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,1999,333,1.00,333,1.00,333,2.00,666,153,17.7%,819,196,22.7%,862,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,2000,363,1.00,363,1.00,363,2.00,726,"1,084",57.5%,"1,810","1,161",61.5%,"1,887",2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
SX_L-22-08,SX,MOTASE ,2001,229,1.00,229,1.00,229,2.00,457,405,43.3%,862,479,51.2%,936,2.00,5.00,5.00,Motase,[LOOKUP CU],Sockeye Model,04
